# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-ERAD-475
# Selected columns: 18 (all)
# Timestamp: Sun, 12-Nov-2023 06:21:53
Gene ID	Gene Name	zygote	cleavage 2-cell	blastula 128-cell	blastula 1k-cell	blastula dome	gastrula 50%-epiboly	gastrula shield	gastrula 75%-epiboly	segmentation 1-4 somites	segmentation 14-19 somites	segmentation 20-25 somites	pharyngula prim-5	pharyngula prim-15	pharyngula prim-25	hatching long-pec	larval protruding mouth	larval day 4	larval day 5
ENSDARG00000101868	dennd1b	7.0	14.0	24.0	22.0	11.0	2.0	0.3		0.8	0.5	0.7	0.8	0.7	0.3	2.0	0.6	2.0	1.0
ENSDARG00000101869	MAGI3	17.0	21.0	69.0	68.0	50.0	25.0	9.0	9.0	12.0	9.0	14.0	16.0	10.0	9.0	12.0	17.0	19.0	17.0
ENSDARG00000101872	BX842701.1								2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	5.0	
ENSDARG00000101873	dtwd2	26.0	18.0	13.0	12.0	18.0	22.0	13.0	17.0	22.0	15.0	25.0	11.0	6.0	8.0	6.0	7.0	8.0	6.0
ENSDARG00000101877	rbm34	0.3	1.0	6.0	8.0	6.0	18.0	28.0	35.0	37.0	34.0	32.0	21.0	14.0	14.0	7.0	7.0	7.0	7.0
ENSDARG00000101878	kdf1b	1.0	1.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.9	1.0	2.0	3.0	2.0
ENSDARG00000101883	zgc:172128		0.1	1.0	1.0	0.8	1.0	2.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0
ENSDARG00000101885	si:dkey-20i20.11	1.0	7.0	12.0	11.0	3.0	3.0	3.0	5.0	4.0	4.0	3.0	3.0	3.0	3.0	5.0	3.0	2.0	3.0
ENSDARG00000101886	pdxdc1	52.0	70.0	124.0	115.0	68.0	38.0	43.0	39.0	28.0	18.0	19.0	21.0	16.0	12.0	13.0	17.0	17.0	15.0
ENSDARG00000101888	OSCP1	0.9	1.0	6.0	6.0	2.0	0.5	0.5	1.0	4.0	3.0	3.0	3.0	2.0	3.0	2.0	5.0	5.0	4.0
ENSDARG00000101890	pigr		0.5	3.0	2.0	1.0						0.5	0.4	2.0		2.0	6.0	5.0	6.0
ENSDARG00000101891	arid1ab	102.0	111.0	153.0	124.0	98.0	55.0	59.0	76.0	51.0	45.0	48.0	49.0	48.0	51.0	43.0	31.0	31.0	29.0
ENSDARG00000101892	ino80e					0.6	1.0	0.4	1.0	17.0	16.0	25.0	29.0	26.0	16.0	18.0	13.0	15.0	12.0
ENSDARG00000101893	CR388178.1																	1.0	
ENSDARG00000101894	stk10	22.0	29.0	47.0	46.0	31.0	19.0	16.0	10.0	11.0	7.0	8.0	12.0	10.0	7.0	10.0	18.0	17.0	16.0
ENSDARG00000101900	xrn2	225.0	305.0	413.0	354.0	315.0	295.0	296.0	156.0	131.0	107.0	111.0	68.0	53.0	62.0	36.0	33.0	32.0	31.0
ENSDARG00000101901	zgc:193711	8.0	15.0	24.0	26.0	17.0	5.0	0.9		1.0	2.0	1.0	1.0	2.0	2.0	2.0	4.0	4.0	2.0
ENSDARG00000101903	zfyve9a	18.0	20.0	39.0	44.0	39.0	16.0	7.0	5.0	12.0	12.0	15.0	11.0	10.0	11.0	10.0	12.0	12.0	11.0
ENSDARG00000101906	zgc:113442						26.0	38.0	53.0	18.0	9.0	9.0	11.0	10.0	4.0	6.0	5.0	5.0	3.0
ENSDARG00000101908	rab3ip	3.0	2.0	5.0	5.0	9.0	5.0	1.0	0.4	5.0	10.0	14.0	10.0	10.0	15.0	15.0	14.0	11.0	10.0
ENSDARG00000101910	pcdh20					0.3	1.0	2.0	2.0	4.0	4.0	5.0	6.0	7.0	4.0	7.0	11.0	12.0	10.0
ENSDARG00000101911	si:dkeyp-86d6.2	0.5	1.0	0.6	0.7	0.6						1.0	1.0	1.0	1.0	0.6	2.0	4.0	3.0
ENSDARG00000101913	ENSDARG00000101913	10.0	12.0	69.0	88.0	50.0	18.0	11.0	8.0	10.0	12.0	10.0	13.0	11.0	9.0	11.0	11.0	17.0	13.0
ENSDARG00000101914	metrnla	58.0	128.0	194.0	207.0	222.0	87.0	43.0	24.0	55.0	48.0	41.0	36.0	37.0	49.0	46.0	45.0	38.0	35.0
ENSDARG00000101915	pin1	6.0	6.0	30.0	33.0	54.0	66.0	84.0	123.0	263.0	321.0	293.0	229.0	192.0	221.0	150.0	134.0	107.0	104.0
ENSDARG00000101916	si:dkeyp-44d3.5																	0.3	
ENSDARG00000101917	pmfbp1											2.0	2.0	4.0	5.0	5.0	4.0	6.0	4.0
ENSDARG00000101919	foxj1a					0.6	1.0	2.0	3.0	12.0	12.0	14.0	8.0	6.0	6.0	4.0	2.0	3.0	3.0
ENSDARG00000101924	si:dkey-65b13.13													0.3			10.0	20.0	27.0
ENSDARG00000101926	zgc:101130			3.0	6.0	6.0	8.0	10.0	9.0	6.0	8.0	7.0	8.0	10.0	11.0	8.0	7.0	10.0	9.0
ENSDARG00000101927	FQ377605.1															3.0		3.0	3.0
ENSDARG00000101928	gorasp1b	0.9	0.7	4.0	7.0	4.0	1.0	1.0	0.9	2.0	1.0	1.0	0.9	2.0		0.8			0.9
ENSDARG00000101933	CELF6		0.5	0.5	2.0												1.0	2.0	0.7
ENSDARG00000101934	si:ch73-358j7.2	1.0	0.6	0.6															
ENSDARG00000101935	BX088707.1						0.5			0.4									
ENSDARG00000101936	tmem106ba	8.0	10.0	10.0	21.0	18.0	9.0	6.0	6.0	30.0	34.0	36.0	21.0	17.0	23.0	21.0	40.0	46.0	55.0
ENSDARG00000101942	si:dkey-260j18.2	32.0	41.0	86.0	71.0	68.0	46.0	38.0	39.0	35.0	28.0	34.0	27.0	23.0	28.0	21.0	17.0	16.0	14.0
ENSDARG00000101946	si:dkey-92j16.2					6.0	5.0	4.0	3.0	0.8	0.7								0.9
ENSDARG00000101947	ptbp2a	30.0	42.0	88.0	84.0	97.0	107.0	119.0	107.0	57.0	44.0	41.0	28.0	26.0	29.0	23.0	17.0	21.0	19.0
ENSDARG00000101948	si:ch211-223g7.6																		0.2
ENSDARG00000101949	numbl			0.3		0.3	0.6	0.8	2.0	3.0	3.0	4.0	3.0	4.0	6.0	4.0	5.0	5.0	6.0
ENSDARG00000101952	pigv	12.0	18.0	16.0	12.0	3.0	2.0	1.0	2.0	2.0	2.0	3.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0
ENSDARG00000101954	hoxc6b			0.6					0.8	84.0	69.0	54.0	26.0	20.0	20.0	17.0	11.0	12.0	10.0
ENSDARG00000101955	znf1159			16.0	21.0	9.0	6.0	8.0	13.0	5.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	6.0	7.0
ENSDARG00000101959	etv1									0.4	1.0	2.0	2.0	3.0	3.0	4.0	7.0	7.0	6.0
ENSDARG00000101960	si:dkeyp-44d3.3					0.6	3.0	1.0	1.0	1.0		0.5	0.5	0.7					
ENSDARG00000101961	abhd18	24.0	43.0	84.0	75.0	84.0	17.0	3.0	2.0	5.0	4.0	6.0	7.0	6.0	6.0	5.0	8.0	8.0	7.0
ENSDARG00000101963	tmem141	11.0	11.0	10.0	13.0	7.0	6.0	8.0	12.0	18.0	24.0	18.0	20.0	13.0	11.0	16.0	11.0	12.0	12.0
ENSDARG00000101964	ENSDARG00000101964			0.7	2.0														
ENSDARG00000101967	sult4a1											0.3	2.0	5.0	5.0	13.0	28.0	38.0	46.0
ENSDARG00000101969	QRFPR																0.7	0.8	2.0
ENSDARG00000101975	si:dkey-225f5.4	85.0	90.0	47.0	47.0	15.0	15.0	24.0	33.0	31.0	26.0	29.0	26.0	20.0	21.0	12.0	7.0	7.0	3.0
ENSDARG00000101979	eps8l3a			0.4	0.5	2.0	2.0	2.0	4.0	5.0	3.0	3.0	3.0	5.0	4.0	5.0	14.0	30.0	42.0
ENSDARG00000101980	bmper					2.0	22.0	35.0	31.0	26.0	18.0	27.0	28.0	21.0	14.0	17.0	20.0	15.0	11.0
ENSDARG00000101982	spryd3	19.0	33.0	61.0	54.0	16.0	4.0	3.0	3.0	6.0	6.0	6.0	8.0	5.0	4.0	5.0	11.0	12.0	9.0
ENSDARG00000101983	pkn2	26.0	45.0	85.0	93.0	33.0	5.0	3.0	4.0	9.0	7.0	10.0	8.0	6.0	6.0	4.0	4.0	5.0	6.0
ENSDARG00000101984	pde6gb										0.5		2.0	6.0	10.0	49.0	54.0	69.0	79.0
ENSDARG00000101985	socs9	0.5	2.0	16.0	15.0	14.0	10.0	13.0	11.0	5.0	4.0	5.0	4.0	5.0	5.0	4.0	3.0	5.0	3.0
ENSDARG00000101986	irf6	205.0	184.0	162.0	106.0	61.0	55.0	42.0	28.0	8.0	4.0	8.0	12.0	11.0	7.0	8.0	10.0	11.0	7.0
ENSDARG00000101989	thrap3a					1.0	1.0	0.4	0.9	8.0	11.0	14.0	11.0	6.0	5.0	5.0	7.0	8.0	8.0
ENSDARG00000101990	CU571315.3									2.0	1.0	1.0						2.0	1.0
ENSDARG00000101992	si:dkey-238k10.3											0.1		0.1			0.1	0.6	0.5
ENSDARG00000101995	gabrg1													1.0	0.8	2.0	4.0	5.0	4.0
ENSDARG00000101996	cxxc1a	22.0	23.0	19.0	27.0	22.0	31.0	19.0	17.0	15.0	15.0	11.0	15.0	15.0	15.0	15.0	13.0	11.0	12.0
ENSDARG00000101998	si:dkey-1b17.2			3.0	4.0		6.0	3.0	2.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0		2.0
ENSDARG00000101999	cog3	4.0	8.0	59.0	67.0	42.0	11.0	7.0	8.0	12.0	12.0	14.0	14.0	14.0	14.0	14.0	15.0	15.0	17.0
ENSDARG00000102003	CU695215.3		0.3	0.4	0.1	0.3						0.2							
ENSDARG00000102004	apoea									2.0	4.0	23.0	75.0	198.0	102.0	496.0	463.0	362.0	423.0
ENSDARG00000102008	si:dkey-72l17.6				0.7	17.0	32.0	27.0	22.0	13.0	8.0	5.0	5.0	2.0	1.0	1.0	0.8	0.4	
ENSDARG00000102009	ppp2r2d	372.0	327.0	252.0	229.0	42.0	33.0	38.0	39.0	33.0	38.0	42.0	36.0	44.0	51.0	40.0	38.0	38.0	38.0
ENSDARG00000102012	ppp1cbl	295.0	246.0	176.0	154.0	226.0	191.0	205.0	145.0	140.0	171.0	172.0	233.0	240.0	201.0	263.0	265.0	290.0	279.0
ENSDARG00000102015	CABZ01037298.1	5.0	7.0	21.0	23.0	25.0	75.0	83.0	110.0	58.0	40.0	51.0	51.0	48.0	60.0	30.0	16.0	23.0	27.0
ENSDARG00000102017	trpc4b											0.1		0.4	0.3		0.7	1.0	1.0
ENSDARG00000102018	btr25	2.0	0.7	0.8	1.0	0.9	1.0	3.0	0.9		0.7		0.6	0.4				0.5	0.5
ENSDARG00000102019	AL627305.3						6.0	6.0			6.0			6.0					
ENSDARG00000102020	pnpla3						0.5	1.0	6.0	0.9		0.5	1.0	1.0	2.0	3.0	21.0	36.0	39.0
ENSDARG00000102021	C17H14orf28	2.0	6.0	28.0	28.0	14.0	4.0	6.0	6.0	5.0	2.0	5.0	5.0	4.0	5.0	3.0	4.0	9.0	9.0
ENSDARG00000102022	ENSDARG00000102022		2.0	7.0	15.0	4.0													
ENSDARG00000102023	phf13	4.0	8.0	18.0	18.0	10.0	8.0	6.0	9.0	13.0	10.0	11.0	7.0	8.0	14.0	9.0	12.0	13.0	13.0
ENSDARG00000102024	chmp6b	7.0	12.0	46.0	50.0	67.0	80.0	86.0	87.0	70.0	63.0	65.0	56.0	55.0	48.0	44.0	51.0	50.0	43.0
ENSDARG00000102025	znf644b		0.1	0.6	0.6	0.3			0.1	0.3	0.5	0.6	0.6	0.7	1.0	1.0	2.0	3.0	2.0
ENSDARG00000102026	gpsm2l	22.0	39.0	44.0	51.0	29.0	10.0	3.0	2.0	5.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	5.0	5.0
ENSDARG00000102027	si:dkey-172k15.11	0.8	3.0	6.0	9.0	2.0	2.0	2.0	4.0	4.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	4.0
ENSDARG00000102029	si:dkey-183c6.7									2.0	0.5								
ENSDARG00000102033	zgc:193790	12.0	21.0	99.0	97.0	70.0	50.0	49.0	44.0	18.0	10.0	13.0	11.0	8.0	7.0	4.0	3.0	4.0	2.0
ENSDARG00000102035	slc52a2			2.0	1.0	2.0	5.0	7.0	10.0	17.0	11.0	14.0	12.0	8.0	7.0	7.0	5.0	6.0	6.0
ENSDARG00000102040	CR356236.1										1.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0
ENSDARG00000102042	ENSDARG00000102042																1.0		
ENSDARG00000102047	mab21l1				0.4	0.3				3.0	21.0	50.0	57.0	92.0	134.0	216.0	146.0	109.0	104.0
ENSDARG00000102048	slc25a43		0.8	3.0	3.0	3.0	3.0	5.0	10.0	8.0	8.0	10.0	7.0	8.0	6.0	7.0	22.0	27.0	39.0
ENSDARG00000102050	MCOLN3	124.0	122.0	118.0	105.0	75.0	35.0	29.0	24.0	7.0	5.0	7.0	17.0	10.0	1.0	8.0	7.0	7.0	4.0
ENSDARG00000102051	mtbl										5.0	5.0	13.0	21.0	19.0	41.0	68.0	71.0	84.0
ENSDARG00000102053	znf1164			3.0	4.0	2.0	4.0	4.0	4.0	4.0	3.0	4.0	3.0	3.0	4.0	2.0	3.0	2.0	5.0
ENSDARG00000102054	CR848705.1										2.0			1.0					
ENSDARG00000102055	hadhb	19.0	11.0	25.0	22.0	21.0	6.0	6.0	7.0	7.0	10.0	13.0	19.0	20.0	21.0	22.0	34.0	35.0	24.0
ENSDARG00000102056	svild	2.0	2.0	2.0	2.0	1.0	0.5	0.4	2.0	6.0	8.0	10.0	13.0	12.0	9.0	9.0	11.0	12.0	9.0
ENSDARG00000102058	si:dkeyp-11e3.1							0.5	6.0	19.0	15.0	14.0	20.0	17.0	8.0	11.0	11.0	12.0	8.0
ENSDARG00000102059	si:ch211-117l17.6																4.0	3.0	6.0
ENSDARG00000102060	C25H11orf49		0.5	1.0	4.0	16.0	32.0	35.0	29.0	22.0	22.0	19.0	13.0	13.0	17.0	14.0	16.0	17.0	14.0
ENSDARG00000102061	b3galt2	6.0	18.0	74.0	60.0	23.0	7.0	4.0	7.0	16.0	8.0	10.0	10.0	15.0	19.0	25.0	42.0	43.0	50.0
ENSDARG00000102062	si:dkeyp-82h4.3			1.0	2.0	6.0	12.0	10.0	7.0	3.0	1.0	3.0	2.0	1.0	2.0	1.0	0.5	0.9	
ENSDARG00000102064	kcna2b	0.9	0.7	0.8	0.7	0.4				0.6	0.3	1.0	0.1	0.7	3.0	2.0	3.0	4.0	5.0
ENSDARG00000102066	ntn4	8.0	6.0	12.0	12.0	5.0	0.8	0.3		0.3	0.9	1.0	1.0	1.0	2.0	2.0	3.0	5.0	4.0
ENSDARG00000102067	grm5b			2.0	2.0	2.0	1.0	0.6								0.2	0.9	1.0	1.0
ENSDARG00000102068	shcbp1	266.0	229.0	210.0	173.0	133.0	71.0	67.0	47.0	23.0	14.0	15.0	15.0	13.0	13.0	9.0	6.0	7.0	6.0
ENSDARG00000102070	tbc1d10aa	34.0	35.0	62.0	52.0	33.0	16.0	10.0	10.0	9.0	11.0	13.0	14.0	13.0	14.0	12.0	15.0	19.0	18.0
ENSDARG00000102071	slc25a47b	1.0		1.0	2.0							1.0	2.0	3.0	7.0	7.0	16.0	15.0	11.0
ENSDARG00000102075	RNF122									2.0	2.0	1.0	0.7	1.0	2.0	3.0	6.0	7.0	8.0
ENSDARG00000102076	spink2.1	719.0	809.0	152.0	133.0	105.0	12.0	5.0	1.0	1.0	1.0		2.0	1.0			4.0	10.0	22.0
ENSDARG00000102078	ENSDARG00000102078	2.0	2.0	11.0	10.0	8.0	2.0	2.0	4.0	4.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0
ENSDARG00000102080	mif4gda	11.0	12.0	2.0	23.0	11.0	20.0	23.0	28.0	19.0	16.0	15.0	11.0	7.0	9.0	7.0	6.0	6.0	4.0
ENSDARG00000102081	mprip	5.0	11.0	38.0	43.0	37.0	29.0	42.0	59.0	63.0	52.0	51.0	48.0	39.0	51.0	37.0	33.0	33.0	31.0
ENSDARG00000102082	nr3c2										0.3	0.4	0.7	0.8	1.0	1.0	2.0	4.0	6.0
ENSDARG00000102087	pop1	6.0	13.0	41.0	34.0	31.0	25.0	24.0	32.0	42.0	35.0	27.0	13.0	8.0	9.0	4.0	4.0	3.0	3.0
ENSDARG00000102091	CABZ01052576.1	69.0	73.0	46.0	42.0	42.0	19.0	16.0	16.0	29.0	30.0	28.0	24.0	17.0	20.0	12.0	11.0	10.0	8.0
ENSDARG00000102095	si:ch73-233f7.5													0.3	0.3	0.5	1.0	0.8	0.9
ENSDARG00000102096	adra2b								2.0		0.5	0.7	2.0	1.0	2.0	3.0	6.0	6.0	7.0
ENSDARG00000102097	nfkbiz	6.0	4.0	12.0	5.0	15.0	25.0	23.0	14.0	16.0	15.0	11.0	10.0	10.0	10.0	7.0	9.0	12.0	13.0
ENSDARG00000102099	si:ch211-255f4.11	0.8	2.0	16.0	21.0	12.0	13.0	18.0	19.0	10.0	7.0	9.0	8.0	8.0	8.0	6.0	5.0	6.0	7.0
ENSDARG00000102100	mrc1a							0.1			0.4	4.0	11.0	8.0	5.0	8.0	5.0	7.0	6.0
ENSDARG00000102101	si:ch73-174h16.5					0.5						0.1	0.4	0.2	0.6	1.0	0.5	0.7	0.6
ENSDARG00000102105	dad1	14.0	27.0	49.0	76.0	55.0	103.0	115.0	139.0	180.0	206.0	233.0	251.0	203.0	183.0	155.0	142.0	131.0	70.0
ENSDARG00000102106	tgm1l1										0.2	0.9	7.0	13.0	14.0	12.0	19.0	21.0	16.0
ENSDARG00000102110	ENSDARG00000102110	1.0	2.0	12.0	16.0	7.0	4.0	3.0	2.0	3.0	3.0	2.0	5.0	3.0	4.0	4.0	7.0	12.0	16.0
ENSDARG00000102111	zbtb49	3.0	8.0	26.0	26.0	21.0	10.0	8.0	5.0	10.0	7.0	9.0	9.0	8.0	8.0	8.0	8.0	7.0	6.0
ENSDARG00000102114	ptdss1b	2.0	5.0	8.0	7.0	2.0	0.9										0.9	1.0	1.0
ENSDARG00000102115	ndufc2	198.0	308.0	167.0	212.0	157.0	171.0	137.0	99.0	177.0	188.0	180.0	198.0	214.0	218.0	242.0	267.0	262.0	175.0
ENSDARG00000102116	ENSDARG00000102116												0.3						
ENSDARG00000102118	slf1	10.0	9.0	19.0	15.0	4.0			0.2	1.0	2.0	1.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0
ENSDARG00000102119	si:ch73-359m17.2	20.0	7.0	5.0	14.0	15.0	7.0	5.0	4.0	3.0	2.0	3.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0
ENSDARG00000102123	phtf2			3.0	2.0	2.0	2.0	4.0	14.0	18.0	19.0	17.0	10.0	13.0	18.0	15.0	16.0	15.0	16.0
ENSDARG00000102125	iqsec2a	0.7	1.0	7.0	8.0	5.0	1.0	0.8	0.4			0.2	0.7	1.0	2.0	3.0	6.0	8.0	9.0
ENSDARG00000102127	NHLRC3	0.8	0.9	7.0	5.0	3.0	2.0	0.9	2.0	5.0	8.0	6.0	8.0	8.0	10.0	16.0	22.0	22.0	24.0
ENSDARG00000102128	eps8a	0.7	1.0	9.0	9.0	11.0	10.0	6.0	12.0	10.0	6.0	9.0	13.0	11.0	6.0	9.0	16.0	19.0	20.0
ENSDARG00000102129	crygn1	24.0	20.0	13.0	11.0	27.0	15.0	3.0	0.9						2.0	2.0	7.0	13.0	37.0
ENSDARG00000102130	BX666065.2						1.0	2.0	1.0	0.9									
ENSDARG00000102132	AL954698.2		2.0																
ENSDARG00000102138	foxa1									9.0	16.0	23.0	24.0	25.0	18.0	18.0	13.0	15.0	15.0
ENSDARG00000102139	ENSDARG00000102139		0.2	0.4	0.9	3.0	9.0	8.0	6.0	4.0	4.0	3.0	2.0	2.0	2.0	1.0	1.0	0.8	0.7
ENSDARG00000102141	ptpn12	6.0	16.0	44.0	48.0	57.0	58.0	83.0	126.0	92.0	96.0	103.0	86.0	65.0	62.0	52.0	40.0	52.0	53.0
ENSDARG00000102142	ece2b			2.0	1.0	0.6	0.3	1.0	3.0	4.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	5.0	6.0
ENSDARG00000102143	btr24	1.0		0.5	0.7														
ENSDARG00000102144	eef1akmt2	0.7	2.0	13.0	12.0	5.0	6.0	7.0	11.0	20.0	18.0	17.0	12.0	8.0	7.0	8.0	8.0	8.0	6.0
ENSDARG00000102145	ccdc77	238.0	228.0	121.0	106.0	115.0	71.0	55.0	47.0	35.0	31.0	26.0	16.0	12.0	18.0	10.0	4.0	4.0	3.0
ENSDARG00000102146	si:ch211-69b7.6					1.0	15.0	14.0	14.0	4.0	3.0	3.0	6.0	5.0	3.0	3.0	3.0	5.0	5.0
ENSDARG00000102147	fem1c	15.0	24.0	93.0	83.0	97.0	38.0	22.0	22.0	22.0	31.0	29.0	26.0	23.0	32.0	29.0	35.0	30.0	30.0
ENSDARG00000102151	si:ch211-249o11.5							2.0											
ENSDARG00000102153	nrp1a	0.3	0.8	4.0	8.0	3.0	0.3	0.2	2.0	17.0	15.0	18.0	24.0	18.0	16.0	25.0	29.0	30.0	29.0
ENSDARG00000102154	si:dkey-262g12.10	0.5	2.0	10.0	17.0	11.0	18.0	20.0	17.0	13.0	11.0	11.0	6.0	5.0	5.0	4.0	5.0	5.0	5.0
ENSDARG00000102156	si:dkey-264f17.4					0.3	0.7	0.4	0.3	0.3			0.4						
ENSDARG00000102159	ly6m6				2.0		7.0	2.0	4.0										
ENSDARG00000102160	si:dkeyp-61b2.1	0.7	2.0	4.0	3.0	3.0	1.0	2.0		0.4	0.4				0.5				
ENSDARG00000102161	sdk2a			0.3	0.1	0.2	0.3	0.7	0.5	1.0	0.4	0.2	0.1	0.2	0.8	0.9	3.0	3.0	3.0
ENSDARG00000102162	BX005043.1					2.0	3.0	2.0	4.0		3.0								
ENSDARG00000102165	ENSDARG00000102165				0.4	0.5		0.5	0.5	6.0	11.0	17.0	22.0	21.0	36.0	41.0	35.0	31.0	34.0
ENSDARG00000102167	ppox	2.0	6.0	16.0	13.0	11.0	4.0	0.9		1.0	2.0	4.0	5.0	4.0	4.0	5.0	2.0	5.0	6.0
ENSDARG00000102171	fnip1	0.1	0.4	7.0	7.0	8.0	5.0	6.0	13.0	12.0	10.0	12.0	11.0	10.0	12.0	9.0	14.0	15.0	19.0
ENSDARG00000102175	hamp														1.0	3.0	20.0	12.0	13.0
ENSDARG00000102176	pla1a			0.6	0.1		0.6	2.0	4.0	0.9	0.7	0.6	0.7	1.0	0.4	1.0	2.0	3.0	4.0
ENSDARG00000102178	emilin2b	3.0	7.0	8.0		0.3				2.0	6.0	16.0	27.0	26.0	12.0	17.0	13.0	13.0	8.0
ENSDARG00000102180	shroom3						3.0	4.0	7.0	2.0	2.0	3.0	4.0	5.0	4.0	3.0	4.0	5.0	5.0
ENSDARG00000102184	mib1	4.0	8.0	8.0	7.0	10.0	38.0	73.0	102.0	67.0	54.0	55.0	52.0	56.0	65.0	43.0	27.0	26.0	27.0
ENSDARG00000102185	PCDH8									0.2	0.3				1.0	3.0	9.0	9.0	11.0
ENSDARG00000102191	CPNE8	0.2	0.7	1.0	1.0	0.6	0.3	0.2		0.8	2.0	2.0	4.0	6.0	6.0	8.0	12.0	14.0	16.0
ENSDARG00000102195	zc3h7a	217.0	207.0	251.0	227.0	183.0	87.0	53.0	50.0	39.0	28.0	31.0	27.0	21.0	22.0	16.0	14.0	17.0	14.0
ENSDARG00000102198	si:ch73-233f7.3																	0.5	
ENSDARG00000102199	SIKE1	4.0	7.0	16.0	15.0	7.0	1.0	0.7	1.0	4.0	4.0	6.0	6.0	7.0	8.0	8.0	12.0	9.0	8.0
ENSDARG00000102200	man2a1	4.0	9.0	13.0	20.0	14.0	5.0	3.0	3.0	3.0	1.0	1.0	2.0	1.0	0.3	0.9	1.0	3.0	2.0
ENSDARG00000102202	phospho2					0.4	3.0	4.0	7.0	6.0	4.0	7.0	8.0	10.0	6.0	7.0	11.0	15.0	11.0
ENSDARG00000102204	jph3				0.2	0.1		1.0	2.0	1.0	0.6	1.0	1.0	1.0	2.0	5.0	11.0	12.0	15.0
ENSDARG00000102206	stc2b														0.6	0.5	2.0	6.0	6.0
ENSDARG00000102207	ENSDARG00000102207				2.0		8.0	21.0	46.0	45.0	10.0	31.0	64.0	57.0	12.0	29.0	14.0	1.0	
ENSDARG00000102210	ENSDARG00000102210										1.0				1.0	2.0	9.0	17.0	15.0
ENSDARG00000102211	csf3a												2.0		1.0				
ENSDARG00000102212	si:dkey-16p6.1							0.1											0.1
ENSDARG00000102216	dlg1l	6.0	7.0	19.0	20.0	8.0	1.0	0.6	0.9	7.0	9.0	10.0	9.0	10.0	12.0	13.0	19.0	20.0	22.0
ENSDARG00000102218	si:dkey-31g6.4	4.0	7.0	4.0	8.0	6.0	6.0	4.0	5.0	2.0					1.0				
ENSDARG00000102219	si:ch211-12p12.2						0.5	0.4	0.6	0.5									0.6
ENSDARG00000102221	HACD4				0.8	1.0			3.0	9.0	6.0	8.0	4.0	5.0	2.0	2.0	4.0	4.0	6.0
ENSDARG00000102226	gpr19	1.0	5.0	16.0	12.0	9.0	8.0	7.0	8.0	10.0	15.0	10.0	8.0	9.0	12.0	10.0	12.0	12.0	12.0
ENSDARG00000102227	CR450749.3							4.0	3.0	3.0			3.0				3.0	3.0	
ENSDARG00000102228	si:dkey-171c9.3	0.7	2.0	2.0	0.9	3.0	2.0	2.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	0.9	2.0	2.0
ENSDARG00000102229	mapk8ip1a					1.0	0.5		0.8	0.9	1.0	3.0	4.0	6.0	6.0	9.0	22.0	22.0	21.0
ENSDARG00000102234	si:ch211-71n6.4					0.4	0.7	0.5	2.0	4.0	4.0	6.0	6.0	5.0	5.0	4.0	4.0	7.0	6.0
ENSDARG00000102240	CU695223.1			5.0	7.0	6.0	14.0	23.0	23.0	14.0	12.0	12.0	12.0	15.0	18.0	15.0	11.0	11.0	10.0
ENSDARG00000102241	zgc:136410							1.0	54.0	115.0	60.0	131.0	436.0	307.0	61.0	127.0	56.0	15.0	6.0
ENSDARG00000102245	tk1	32.0	38.0	46.0	38.0	25.0	32.0	39.0	38.0	27.0	22.0	22.0	27.0	28.0	32.0	20.0	13.0	17.0	12.0
ENSDARG00000102247	CU463038.2																	0.4	0.7
ENSDARG00000102249	pepd	11.0	11.0	60.0	65.0	71.0	65.0	48.0	39.0	46.0	33.0	46.0	77.0	43.0	23.0	19.0	21.0	51.0	44.0
ENSDARG00000102251	pdzph1																3.0	3.0	3.0
ENSDARG00000102252	USP34	7.0	13.0	13.0	13.0	13.0	9.0	10.0	11.0	13.0	12.0	12.0	12.0	10.0	12.0	9.0	10.0	10.0	9.0
ENSDARG00000102254	pycr1a	5.0	5.0	6.0	6.0	5.0	7.0	5.0	4.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	5.0	7.0	7.0
ENSDARG00000102257	soul3					1.0	5.0	11.0	22.0	25.0	28.0	29.0	21.0	28.0	23.0	34.0	52.0	55.0	64.0
ENSDARG00000102258	si:dkey-1b17.1			2.0	4.0	2.0	6.0	9.0	5.0	4.0		4.0	3.0		2.0	2.0		2.0	3.0
ENSDARG00000102261	RSPH1									4.0	4.0	10.0	8.0	8.0	6.0	8.0	9.0	6.0	3.0
